景点名称,景区评级,地点,标签列表,热度值,评分,评价数量
马头岭生态园区,,郏县,,1.5,,
鹤壁市青少年宫,,鹤壁,"文物众多，以窑陶瓷器著称, 博物馆&展馆",1.5,4.3,54条点评
河南省科技馆童梦乐园展厅,,中牟,,1.5,,
钧台,,禹州,历史建筑,1.5,5,1条点评
宝泉桃花坪,,辉县,,1.5,,
普罗旺世教堂,,郑州,,1.5,5,1条点评
石老公村,,淇县,,1.5,,
中国菊园,,开封,"美丽开封菊花鲜花毯的诞生地, 遛娃宝藏地",1.5,2.9,25条点评
濮阳蓝宝石温泉度假区,,濮阳,科技馆,1.5,4.5,2条点评
濮阳蓝宝石温泉度假区,,濮阳,,1.5,,
安阳市文体中心科技馆,,安阳,科技馆,1.5,,
春秋楼景区-关公文化会馆,,许昌,,1.5,4.5,2条点评
金刚台旅游区红军洞群国家地质公园,,商城,,1.4,,
东宁寺,,新乡,,1.5,5,1条点评
大观音寺,,周口,,1.5,,
信阳白茶山,,信阳,,1.5,5,1条点评
谷水古镇,,洛阳,,1.5,3,1条点评
曹魏欢乐城,,许昌,,1.5,5,1条点评
新乡五龙山野生动物园-大熊猫馆,,辉县,动物园&水族馆,1.5,,
芒砀山汉文化博物馆,,永城,登高爬山,1.5,4.9,65条点评
芒砀山汉文化博物馆,,永城,,1.5,,
同盟山,,获嘉,登高爬山,1.5,4.9,65条点评
滑县西湖,,滑县,自然山水,1.5,4.3,3条点评
刘少奇主席逝世处,,开封,,1.5,,
梦幻谷天空悬廊,,林州,,1.5,,
中共中央鄂豫皖分局旧址,,新县,历史建筑,1.5,,26条点评
十字岭,,辉县,,1.5,5,2条点评
动物百老汇,,新密,,1.5,1,1条点评
奥体中心,,郑州,,1.5,,
老界岭国家5A级旅游景区及温泉度假村郑州展示中心,,郑州,,1.5,,
玄妙观,,南阳,历史建筑,1.4,4,1条点评
玄妙观,,南阳,历史建筑,1.4,4,1条点评
西沟景区,,辉县,登高爬山,1.5,,
袁天罡墓,,洛阳,,1.5,,
河南省钱币博物馆,,郑州,博物馆&展馆,1.4,5,2条点评
河南南阳白河国家湿地公园,,南召,,1.5,,
玻璃滑道-上站,,栾川,,1.5,,
崖降,,鲁山,,1.5,,
灵感院,,开封,"供白玉佛像的江南风格园林, 园林花园",1.4,4,20条点评
河南府城隍庙,,洛阳,"坐北朝南, 演出",1.5,4.1,50条点评
安钢集团工业旅游区,,安阳,,1.5,,
商代亳都东城墙遗址,,郑州,露营·营地,1.5,4.3,12条点评
商代亳都东城墙遗址,,郑州,,1.5,,
奇幻森林农场,,驻马店,露营·营地,1.4,,
乌拉&三岔口星空露营地,,洛阳,露营·营地,1.5,,
张衡墓,,南阳,,1.5,4.3,12条点评
白龙潭,,修武,自然山水,1.5,4,17条点评
隆兴寺,,鄢陵,,1.5,,
三贤山旅游区,,方城,"庙宇众多的道教名山, 登高爬山",1.5,4.7,16条点评
司马懿像,,焦作,,1.5,4,1条点评
归雁中华生活美学馆,,洛阳,,1.5,,
愚公移山,,济源,,1.5,,
西霞院风景区,,洛阳,博物馆&展馆,1.5,4.4,5条点评
西霞院风景区,,洛阳,,1.5,,
睢阳区博物馆,,商丘,博物馆&展馆,1.5,4.4,5条点评
河南郑州市黄河一号房车露营基地(趣汇友自驾游营地),,郑州,,1.5,,
郏县博物馆,,郏县,博物馆&展馆,1.4,5,1条点评
卫国故城遗址公园,,淇县,历史建筑,1.5,,
丹尼斯大卫城-多功能厅,,郑州,,1.4,,
澜梦水世界,,邓州,水上乐园&水世界,1.5,3.5,11条点评
梁孝王陵,,永城,,1.5,,
未来动物城,,郑州,亲近动物,1.4,4.6,7条点评
查牙山,,柘城,,1.4,5,1条点评
御龙湾温泉假日庄园,,原阳,水上乐园&水世界,1.5,5,3条点评
御龙湾温泉假日庄园,,原阳,,1.5,,
飞鱼侠水上乐园,,鹿邑,水上乐园&水世界,1.5,5,3条点评
幻境空间体验馆(开封店),,开封,特色展馆,1.4,,
武汉会战历史纪念馆,,信阳,,1.5,,
浉河公园-动物园,,信阳,动物园&水族馆,1.5,5,1条点评
龙凤山滑雪滑草场,,汝州,"以滑雪滑草为主题, 户外滑雪",1.4,1,4条点评
重渡沟竹筏漂流,,栾川,,1.5,,
城隍庙,,舞阳,,1.4,5,1条点评
中原小洱海,,嵩县,,1.5,,
毛主席视察纪念馆,,襄城,,,,
万安山旅游度假区,4A,洛阳,"观音菩萨的第二故乡, 历史建筑",1.5,5,1条点评
万安山旅游度假区,,洛阳,,1.5,5,1条点评
仰韶酒庄工业旅游区,4A,渑池,,1.4,,
大海寺,,荥阳,"观音菩萨的第二故乡, 历史建筑",1.4,4.8,10条点评
山门,,登封,,1.4,5,1条点评
房车露营基地,,开封,,1.5,,
禅宗少林音乐大典-C区,,登封,,1.4,,
朱仙镇木板年画展示馆,,开封,,1.5,,
洛阳烟云涧青铜工艺博物馆,,伊川,博物馆&展馆,1.5,,
黄龙潭,,林州,,1.4,,
观鸟林森林公园,,中牟,,1.5,,
黄龙洞,,修武,自然山水,1.5,4.4,10条点评
黄龙洞,,修武,自然山水,1.5,4.4,10条点评
天地之中,,郑州,,1.4,5,1条点评
郑州国际赛车场,,中牟,,1.4,,
鹤壁窑博物馆,,鹤壁,博物馆&展馆,1.4,4.9,7条点评
张钫故宅,,开封,历史建筑,1.4,3,1条点评
桂籍堂,,开封,历史建筑,1.4,5,1条点评
焦作市科技馆,,焦作,科技馆,1.4,4.7,8条点评
中国医学博物馆,,长垣,"中国首家全门类医学博物馆, 博物馆&展馆",1.4,5,3条点评
火神庙,,社旗,,1.5,,
洛阳神都灯宴彩灯世界,,洛阳,夜游观景,1.4,4.7,3条点评
牡丹花海,,洛阳,"休闲绿带, 地标观景",1.4,4.8,26条点评
牡丹花海,,洛阳,,1.4,,
郑州雕塑公园,,郑州,"休闲绿带, 地标观景",1.5,4.8,26条点评
古荥镇,,郑州,古镇古村,1.5,4,10条点评
凤凰山风景区,,新密,登高爬山,1.5,2,1条点评
河洛剧院,,洛阳,演出,1.5,,
濮阳单拐革命旧址,,清丰,,1.4,,
官渡博物馆,,中牟,博物馆&展馆,1.4,,
水帘寺,,桐柏,"拥有大型精雕缅甸白玉佛像, 历史建筑",1.4,4.8,8条点评
红石崖旅游区,,郏县,,1.4,,
郑州建国饭店-会议厅,,郑州,,1.4,,
巩义永昭陵-乳台,,巩义,登高爬山,1.4,4,1条点评
巩义永昭陵-乳台,,巩义,,1.4,4,1条点评
禅宗少林音乐大典-B区,,登封,,1.5,,
棠溪峡风景区,,西平,,1.4,2.5,2条点评
桃花谷,,商城,登高爬山,1.4,,
穿越盒子汉服旅拍体验馆(洛阳),,洛阳,,1.5,,
彭雪枫将军纪念馆,,夏邑,,,,
蓝河古渡景区,,郏县,,1.5,,
濮阳杂技主题公园,,濮阳,,1.4,,
大觉寺,,濮阳县,历史建筑,1.4,3.5,2条点评
地坑院,,洛阳,,1.4,,
豫晨庄园,,叶县,自然山水,1.4,4,1条点评
豫晨庄园,,叶县,,1.4,,
洛艺剧院(万达广场中州店),,洛阳,,1.4,,
五彩莲池,,栾川,,1.4,4,1条点评
龙潭竹瀑红山大峡谷,,栾川,自然山水,1.4,,
玉湖生态文化园,,遂平,,1.4,4.5,2条点评
栾川竹海野生动物园-游乐园,,栾川,动物园&水族馆,1.4,,
轿顶山地质博物馆,,辉县,博物馆&展馆,1.4,,
河南油田文体中心,,南阳,地标观景,1.4,,
郑州伏羲山滑翔伞飞行基地,,新密,,1.4,,
好汉坡,,登封,登高爬山,1.4,5,1条点评
大风车运动乐园,,泌阳,游乐场,1.4,5,2条点评
大风车运动乐园,,泌阳,游乐场,1.4,5,2条点评
杏山地质公园,,邓州,,1.4,5,1条点评
香木河漂流,,辉县,,1.4,,
子路博物馆,,濮阳,博物馆&展馆,1.4,4.5,4条点评
邓州市古城历史文化街区,,邓州,,1.4,,
三贤祠,,开封,观看主殿上三贤相聚塑像,1.4,,
药方洞,,洛阳,"刻有诸多唐代药方而得名, 历史建筑",1.4,4.5,92条点评
炎帝朱襄陵,,柘城,历史建筑,1.4,,
济源盘谷寺,,济源,历史建筑,1.4,3,14条点评
泉水谷水上乐园,,安阳,水上乐园&水世界,1.4,4.2,10条点评
观光大道风景区,,林州,博物馆&展馆,1.4,4.5,2条点评
观光大道风景区,,林州,,1.4,,
中原农耕文化博物馆,,许昌,博物馆&展馆,1.4,4.5,2条点评
红石谷,,灵宝,,1.4,,
洛阳有生工矿游景区,,新安,,1.4,4,12条点评
二七米房,,郑州,,1.4,,
李商隐纪念馆,,博爱,,1.4,5,9条点评
蔡邕蔡文姬纪念馆,,杞县,历史建筑,1.4,4,1条点评
英雄联盟主题对战平台,,开封,,1.5,,
汝河沙滩公园,,汝州,"有沙滩、栈道和生态岛, 海滩&岛屿",1.4,5,2条点评
好说喜剧脱口秀小剧场(二七德化店),,郑州,,1.4,,
潭瀑峡景区-潭瀑峡石碑,,陵川,自然山水,1.4,4.3,4条点评
潭瀑峡景区-潭瀑峡石碑,,陵川,,1.4,,
冠云山-露营地,,卢氏,,1.4,,
塔岗水库,,卫辉,自然山水,1.4,,
蔡国故城遗址公园,,上蔡,,1.4,,
商丘虞城县塔中寺,,虞城,历史建筑,1.4,4.3,4条点评
两程故里,,嵩县,历史建筑,1.4,,
神仙峡景区,,渑池,自然山水,1.4,,
鬼谷漂流,,开封,,1.4,,
芈月山玫瑰谷,,淅川,,1.4,,
汤阴梦幻谷水世界,,汤阴,,1.4,,
兔子团都市乐园,,荥阳,公园&植物园,1.4,4.7,21条点评
兔子团都市乐园,,荥阳,,1.4,,
洛阳抗战纪念馆,,洛阳,,1.4,,
七里河公园,,郑州,公园&植物园,1.4,4.7,21条点评
清风茶山风景区,,信阳,,1.4,,
普罗理想国艺术文化中心,,中牟,夜游观景,1.4,5,1条点评
茶岛游客采茶区,,信阳,,1.4,,
西九华山景区-中原竹寨,,固始,,1.4,,
儿童乐园(郑州新郑国际机场店),,新郑,主题乐园&游乐场,1.4,5,1条点评
三门峡黄河滑雪场,,三门峡,近两年新开,1.4,,
九龙洞景区,,卢氏,自然山水,1.4,,
河师大商业街美食城,,新乡,城市漫步,1.4,4.3,46条点评
河师大商业街美食城,,新乡,城市漫步,1.4,,
杨山风景区,,嵩县,登高爬山,1.4,,
飞龙顶(兴榴大道),,荥阳,"道教名刹，丰富的庙会活动, 历史建筑",1.4,4.3,46条点评
武陟县博物馆,,武陟,博物馆&展馆,1.4,5,5条点评
贤隐寺,,信阳,,1.4,5,2条点评
觅情侣体验馆,,郑州,,1.4,,
靳家岭游览区,,博爱,"欣赏万亩人工松林, 自然山水",1.4,4,17条点评
曹操的麦田,,中牟,,1.4,,
韩琦庙,,安阳,,1.4,5,1条点评
丁李湾村史馆,,新县,,1.4,,
丹霞寺,,南召,历史建筑,1.4,5,1条点评
丹霞寺,,南召,历史建筑,1.4,5,1条点评
东方神话游乐园,,周口,遛娃宝藏地,1.4,4,63条点评
西湖露营地,,开封,,1.4,,
龙潭寺,,济源,,1.4,,
河南师范大学(建设东路)西校区-综合体育馆,,新乡,,1.4,,
碧玉汤泉,,鹤壁,,1.4,1,1条点评
龙凤山风景区,,林州,,1.4,,
郸城海洋馆,,郸城,动物园&水族馆,1.4,5,1条点评
洹水湾温泉旅游区,,安阳,"提供酒店与餐饮的温泉场所, 遛娃宝藏地",1.4,4.3,94条点评
中原高空跳伞河南安阳基地,,安阳,跳伞,1.4,,
芳林苑,,开封,自然山水,1.4,5,1条点评
芳林苑,,开封,,1.4,,
八龙潭-瀑布,,登封,,1.4,,
上汤温泉,,鲁山,,1.4,,
云台山热气球飞行基地,,修武,近三年新开,1.4,5,1条点评
沱河湿地公园,,永城,自然山水,1.4,,
郑州索河郊野公园,,荥阳,"公园呈长方形, 自然山水",1.4,5,4条点评
沐喜汤泉(安阳世贸中心B座店),,安阳,,1.4,,
隐秘的秦陵LBE大空间沉浸式体验,,洛阳,,1.4,,
鸭河风景区,,南召,,1.4,,
梁村,,清丰,"革命时期的历史遗迹众多, 历史建筑",1.4,5,10条点评
轿顶山国际滑翔基地,,林州,滑翔伞,1.4,4.5,5条点评
轿顶山国际滑翔基地,,林州,滑翔伞,1.4,4.5,5条点评
蚂蚁山,,驻马店,登高爬山,1.4,,
河南省话剧院,,郑州,演出,1.4,,
安阳动物园,,安阳,动物园&水族馆,1.4,,
冰雪世界,,中牟,,1.2,,
商丘市虎跃动物王国,,宁陵,动物园&水族馆,1.4,5,1条点评
文化公园,,郑州,"一个以音乐为主题的公园, 公园&植物园",1.4,4.8,59条点评
【郑州】郑州大剧院 二周年演出季 唐诗逸领衔主演-大型民族舞剧《昭君》,,郑州,舞蹈舞剧,1.4,,
淅川县博物馆,,淅川,博物馆&展馆,1.4,4.5,2条点评
中原荷花博览园,,镇平,自然山水,1.4,4,2条点评
云栖谷仙境漂流,,鲁山,登高爬山,1.4,2,1条点评
云栖谷仙境漂流,,鲁山,,1.4,,
十龙漳大峡谷,,郑州,,1.4,,
根亲文化公园,,固始,,1.4,,
五道沟露营地,,嵩县,,1.4,,
龙泉山公园,,栾川,登高爬山,1.4,2,1条点评
双槐树遗址,,巩义,,1.4,,
长城饭店-会议厅,,郑州,,1.4,,
嘟玛宝(正弘汇店),,郑州,儿童乐园,1.4,4,1条点评
息国风情园,,息县,公园&植物园,1.4,,
虞姬文化园,,鹿邑,樱花节,1.4,4,1条点评
张家彩窑,,洛阳,泡温泉,1.4,4.9,12条点评
张家彩窑,,洛阳,,1.4,,
商丘淮海战役总前委旧址纪念馆,,商丘,,1.4,,
龙华温泉,,洛阳,泡温泉,1.4,,
凤凰大峡谷,,辉县,,1.4,,
三善园,,长垣,"园内风景雅致，万紫嫣红, 公园&植物园",1.4,4.9,12条点评
原日本驻郑州领事馆旧址,,郑州,历史建筑,1.4,,
任家大院,,南阳,,1.4,5,2条点评
大周封祀坛文化园,,登封,,1.4,,
鸡冠洞风景名胜区-出口广场,,栾川,地标观景,1.4,,
嗨享玩超级乐园,,郑州,儿童乐园,1.4,,
南昌路五一广场,,洛阳,历史建筑,1.4,4,1条点评
南昌路五一广场,,洛阳,,1.4,,
人祖庙,,沈丘,历史建筑,1.4,,
探洞工场(丹尼斯7天地店),,郑州,,1.4,4,1条点评
浉河,,信阳,夜游观景,1.4,4,1条点评
棋盘山公园,,登封,公园&植物园,1.4,,
二维码迷宫,,郑州,,1.4,,
烟酒商行,,商丘,,1.4,,
圣祖太公姜尚陵,,卫辉,,1.4,,
金沙湖高尔夫球场,,郑州,,1.4,5,1条点评
胜果寺塔,,修武,历史建筑,1.4,4.5,2条点评
香木河自然保护区,,辉县,"有石头民居和石林奇观, 自然山水",1.4,2.6,72条点评
香木河自然保护区,,辉县,"有石头民居和石林奇观, 自然山水",1.4,2.6,72条点评
稻田小火车,,光山,,1.4,,
女娲宫,,巩义,,1.4,,
花境公园嘉年华,,南阳,,1.3,5,2条点评
国家方志馆(南水北调分馆),,焦作,特色展馆,1.4,,
郑州锦艺城购物中心王府井西出口广场,,郑州,,1.4,,
银基旅游度假区-林里居,,新密,,1.4,,
千姿牡丹园,,洛阳,,1.4,4.7,3条点评
中赫海豚湾海洋公园,,洛阳,动物园&水族馆,1.4,4.2,51条点评
空中玻璃漂流-上站,,确山,,1.4,,
乾明寺,,襄城,历史建筑,1.4,4.6,76条点评
乾明寺,,襄城,历史建筑,1.4,,
白居易故里,,新郑,,1.4,,
青屏山公园,,新密,"山南麓建有李耳纪念馆, 登高爬山",1.4,4.6,76条点评
五家台服务区乘车点,,修武,,1.4,,
网红小火车,,宝丰,,1.4,,
弘法寺,,台前,历史建筑,1.4,5,2条点评
李贺故居,,宜阳,,1.4,5,1条点评
开封城墙-小西门登城口,,开封,,1.4,,
郑州 · 大都会乐团《朝歌晚舞 Good Night Boogie Dance》巡演,,郑州,livehouse,1.4,,
开封木版年画博物馆,,开封,博物馆&展馆,1.4,,
司马光油茶公园,,光山,历史建筑,1.4,5,1条点评
司马光油茶公园,,光山,,1.4,,
世外桃源农场,,遂平,,1.4,5,1条点评
白鹭洲文化乐园(生态园店),,平顶山,,1.4,,
壮悔堂,,商丘,历史建筑,1.4,4.4,39条点评
周口游乐园,,周口,,1.4,,
鸡角尖,,嵩县,登高爬山,1.4,,
伏羲山兰崖湾景区,,新密,乘船游览,1.4,,
龙泉禅寺,,唐河,,1.4,,
廖渊个展《光中行》,,郑州,特色展馆,1.4,,
蟒河公园,,济源,公园&植物园,1.4,4,3条点评
朝歌公园,,淇县,博物馆&展馆,1.4,5,1条点评
朝歌公园,,淇县,,1.4,,
鸡公山风景区-观景台,,信阳,,1.4,,
太行新宇美术馆,,林州,,1.4,,
黄河花园口旅游区-观景台,,郑州,,1.4,,
许昌文化博物院,,许昌,博物馆&展馆,1.4,5,1条点评
尧龙湾温泉水上乐园,,鲁山,"可同时容纳上千人戏水玩耍, 遛娃宝藏地",1.4,4.3,22条点评
鹿邑县博物馆,,鹿邑,博物馆&展馆,1.4,4,1条点评
城隍庙(东关街),,登封,,1.4,4,1条点评
三陵台,,商丘,,1.4,5,13条点评
红旗塔公园,,林州,公园&植物园,1.4,,
星湖,,信阳,博物馆&展馆,1.4,4.9,8条点评
星湖,,信阳,,1.4,,
锯齿峰,,西峡,,1.4,,
北宋东京外城遗址公园,,开封,,1.4,,
洛阳隋唐大运河国家文化公园-西区,,洛阳,,1.4,,
竹溪谷,,洛阳,,1.4,,
大宋传奇绝技秀,,开封,,1.4,4.9,8条点评
戚城博物馆,,濮阳,博物馆&展馆,1.4,,
多兰多梦幻水上乐园,,洛阳,水上乐园&水世界,1.4,,
洞林寺,,荥阳,"依山傍水的古寺，文物众多, 历史建筑",1.4,5,20条点评
中华第一龙展厅,,濮阳,,1.4,,
郑州航空工业管理学院(龙子湖校区)-航空文化馆,,郑州,泡温泉,1.4,3,5条点评
郑州航空工业管理学院(龙子湖校区)-航空文化馆,,郑州,,1.4,,
商城县革命纪念馆,,商城,,1.4,,5条点评
谷堆山温泉,,济源,泡温泉,1.4,3,1条点评
韩魏公祠,,安阳,,1.4,,
大步湾户外露营基地,,汝阳,,1.4,,
南阳市中心广场,,南阳,地标观景,1.4,5,11条点评
宝丰县汝窑陶瓷,,宝丰,,1.4,,
MELAND CLUB,,郑州,,1.4,,
大宋皇家乐园,,开封,,1.4,,
王相岩云梯,,林州,,1.4,,
曹魏古城·三国剧场,,许昌,历史建筑,1.4,4,4条点评
曹魏古城·三国剧场,,许昌,,1.4,,
乾明寺塔,,鄢陵,历史建筑,1.4,4,4条点评
驻马店森林公园旺美水上世界,,驻马店,水上乐园&水世界,1.4,4,4条点评
盛世王城(新区店),,洛阳,,1.4,,
向云崖营地,,三门峡,,1.4,5,2条点评
茶具博物馆,,光山,博物馆&展馆,1.4,4.7,3条点评
宇宙猜想VR沉浸探索 洛阳站,,洛阳,,1.4,,
清凉寺,,登封,历史建筑,1.4,,
度假山庄,,栾川,,1.4,,
襄城县北汝河国家湿地公园,,襄城,自然山水,1.4,2,1条点评
璞悦水汇(三鼎大厦店),,许昌,"市民休闲放松的好去处, 公园&植物园",1.4,5,1条点评
璞悦水汇(三鼎大厦店),,许昌,,1.4,,
少林寺武僧禅院,,登封,,1.4,,
洛伽寺索道上站,,辉县,,1.4,5,1条点评
宋城公园,,商丘,"市民休闲放松的好去处, 公园&植物园",1.4,4.6,20条点评
姜太公庙,,新乡,,1.4,,
鹿邑县上清湖公园,,鹿邑,"集山、水、湖、林于一体, 公园&植物园",1.4,4.2,6条点评
皇宋大观星空科技艺术馆,,开封,特色展馆,1.4,4.7,13条点评
首阳山怀古亭,,洛阳,,1.4,,
樱桃沟景点,,镇平,,1.4,,
澜湖湾生活温泉馆,,洛阳,泡温泉,1.4,,
狗冢庙,,西平,"泉水取源地下2000多米, 泡温泉",1.4,4,8条点评
狗冢庙,,西平,,1.4,,
天乙温泉,,辉县,"泉水取源地下2000多米, 泡温泉",1.4,4,8条点评
一线天滑道,,辉县,,1.4,,
贺坡温泉,,济源,泡温泉,1.4,5,2条点评
灵山,,内乡,,1.4,,
文圣园景区,,永城,,1.4,5,1条点评
精忠坊,,汤阴,历史建筑,1.4,4,1条点评
穆氏四合院,,商丘,,1.4,,
金世纪广场,,商丘,地标观景,1.4,4.6,30条点评
巩县义兵工厂招待所旧址,,巩义,,1.4,,
玲珑汉服妆造馆,,开封,地标观景,1.4,4,3条点评
玲珑汉服妆造馆,,开封,,1.4,,
虹桥广场,,开封,地标观景,1.4,,
红石峡玉面大佛,,修武,自然山水,1.4,4,3条点评
许都大剧院,,许昌,,1.4,,
看经寺,,洛阳,"内有宋代圆雕坐佛, 历史建筑",1.4,4.5,22条点评
金水岸尚溪汤泉,,息县,,1.4,,
毗卢阁,,洛阳,历史建筑,1.4,4.4,21条点评
里罗城朝阳洞,,商城,,1.4,,
浮戏山老君洞,,巩义,,1.4,,
古灵山风景区-五龙殿,,淇县,,1.4,5,1条点评
狮豹头水库,,卫辉,"当地市民悠闲放松的好地方, 公园&植物园",1.4,4.8,54条点评
狮豹头水库,,卫辉,,1.4,,
嵩阳公园,,登封,"当地市民悠闲放松的好地方, 公园&植物园",1.4,4.8,54条点评
洛阳唐艺金银器博物馆,,洛阳,博物馆&展馆,1.4,4.6,5条点评
瀛洲桥湿地公园,,洛阳,自然山水,1.4,,
平粮台,,周口,历史建筑,1.4,5,12条点评
南阳知府衙门博物馆-第一展厅,,南阳,,1.4,,
三杨庄遗址博物馆,,内黄,博物馆&展馆,1.4,1,1条点评
花满都汉服体验城(应天门店),,洛阳,,1.4,,
乾隆御碑,,洛阳,地标观景,1.4,5,1条点评
金溪服务区,,驻马店,,1.4,,
云阳寺,,沁阳,历史建筑,1.4,4,1条点评
云阳寺,,沁阳,历史建筑,1.4,,
郑维山将军故里景区,,新县,历史建筑,1.4,4,1条点评
伊川书院,,伊川,历史建筑,1.4,,
洛阳契约文书博物馆,,洛阳,博物馆&展馆,1.4,4.7,3条点评
中国太极拳博物馆,,温县,博物馆&展馆,1.4,,
高山牡丹园,,嵩县,,1.4,,
红旗渠广场,,安阳,地标观景,1.4,,
